codigo,tipo,forma,diametro,paso,largo,grado,sistema,sistema_rosca,acabado,descripcion
BHG2NC079070Z,bulón,hexagonal,5/16,2,3/4,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 5/16-UNC-2,3/4 ZINC"
BHG2NC079076Z,bulón,hexagonal,5/16,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 5/16-UNC-3 ZINC
BHG2NC079082Z,bulón,hexagonal,5/16,3,1/4,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 5/16-UNC-3,1/4 ZINC"
BHG2NC079090Z,bulón,hexagonal,5/16,3,1/2,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 5/16-UNC-3,1/2 ZINC"
BHG2NC079096Z,bulón,hexagonal,5/16,3,3/4,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 5/16-UNC-3,3/4 ZINC"
BHG2NC079100Z,bulón,hexagonal,5/16,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 5/16-UNC-4 ZINC
BHG2NC079110Z,bulón,hexagonal,5/16,4,1/2,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 5/16-UNC-4,1/2 ZINC"
BHG2NC079125Z,bulón,hexagonal,5/16,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 5/16-UNC-5 ZINC
BHG2NC079140Z,bulón,hexagonal,5/16,5,1/2,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 5/16-UNC-5,1/2 ZINC"
BHG2NC079155Z,bulón,hexagonal,5/16,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 5/16-UNC-6 ZINC
BHG2NC079175Z,bulón,hexagonal,5/16,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 5/16-UNC-7 ZINC
BHG2NC079200Z,bulón,hexagonal,5/16,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 5/16-UNC-8 ZINC
BHG2NC095012Z,bulón,hexagonal,3/8,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 3/8-UNC-1/2 ZINC
BHG2NC095016Z,bulón,hexagonal,3/8,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 3/8-UNC-5/8 ZINC
BHG2NC095019Z,bulón,hexagonal,3/8,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 3/8-UNC-3/4 ZINC
BHG2NC095022Z,bulón,hexagonal,3/8,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 3/8-UNC-7/8 ZINC
BHG2NC095025Z,bulón,hexagonal,3/8,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 3/8-UNC-1/ ZINC
BHG2NC095032Z,bulón,hexagonal,3/8,1,1/4,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 3/8-UNC-1,1/4 ZINC"
BHG2NC095038Z,bulón,hexagonal,3/8,1,1/2,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 3/8-UNC-1,1/2 ZINC"
BHG2NC095044Z,bulón,hexagonal,3/8,1,3/4,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 3/8-UNC-1,3/4 ZINC"
BHG2NC095050Z,bulón,hexagonal,3/8,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 3/8-UNC-2 ZINC
BHG2NC095056Z,bulón,hexagonal,3/8,2,1/4,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 3/8-UNC-2,1/4 ZINC"
BHG2NC095063Z,bulón,hexagonal,3/8,2,1/2,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 3/8-UNC-2,1/2 ZINC"
BHG2NC095070Z,bulón,hexagonal,3/8,2,3/4,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 3/8-UNC-2,3/4 ZINC"
BHG2NC095076Z,bulón,hexagonal,3/8,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 3/8-UNC-3 ZINC
BHG2NC095082Z,bulón,hexagonal,3/8,3,1/4,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 3/8-UNC-3,1/4 ZINC"
BHG2NC095090Z,bulón,hexagonal,3/8,3,1/2,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 3/8-UNC-3,1/2 ZINC"
BHG2NC095100Z,bulón,hexagonal,3/8,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 3/8-UNC-4 ZINC
BHG2NC095110Z,bulón,hexagonal,3/8,4,1/2,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 3/8-UNC-4,1/2 ZINC"
BHG2NC095125Z,bulón,hexagonal,3/8,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 3/8-UNC-5 ZINC
BHG2NC095140Z,bulón,hexagonal,3/8,5,1/2,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 3/8-UNC-5,1/2 ZINC"
BHG2NC095155Z,bulón,hexagonal,3/8,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 3/8-UNC-6 ZINC
BHG2NC095159Z,bulón,hexagonal,3/8,6,1/4,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 3/8-UNC-6,1/4 ZINC"
BHG2NC095175Z,bulón,hexagonal,3/8,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 3/8-UNC-7 ZINC
BHG2NC095200Z,bulón,hexagonal,3/8,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 3/8-UNC-8 ZINC
BHG2NC095228Z,bulón,hexagonal,3/8,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 3/8-UNC-9 ZINC
BHG2NC110250Z,bulón,hexagonal,7/16,1,0,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 7/16-UNC-10 ZINC
BHG2NC110019Z,bulón,hexagonal,7/16,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 7/16-UNC-3/4 ZINC
BHG2NC110022Z,bulón,hexagonal,7/16,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 7/16-UNC-7/8 ZINC
BHG2NC110025Z,bulón,hexagonal,7/16,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 7/16-UNC-1 ZINC
BHG2NC110032Z,bulón,hexagonal,7/16,1,1/4,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 7/16-UNC-1,1/4 ZINC"
BHG2NC110038Z,bulón,hexagonal,7/16,1,1/2,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 7/16-UNC-1,1/2 ZINC"
BHG2NC110044Z,bulón,hexagonal,7/16,1,3/4,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 7/16-UNC-1,3/4 ZINC"
BHG2NC110050Z,bulón,hexagonal,7/16,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 7/16-UNC-2 ZINC
BHG2NC110056Z,bulón,hexagonal,7/16,2,1/4,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 7/16-UNC-2,1/4 ZINC"
BHG2NC110063Z,bulón,hexagonal,7/16,2,1/2,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 7/16-UNC-2,1/2 ZINC"
BHG2NC110070Z,bulón,hexagonal,7/16,2,3/4,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 7/16-UNC-2,3/4 ZINC"
BHG2NC110076Z,bulón,hexagonal,7/16,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 7/16-UNC-3 ZINC
BHG2NC110082Z,bulón,hexagonal,7/16,3,1/4,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 7/16-UNC-3,1/4 ZINC"
BHG2NC110090Z,bulón,hexagonal,7/16,3,1/2,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 7/16-UNC-3,1/2 ZINC"
BHG2NC110100Z,bulón,hexagonal,7/16,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 7/16-UNC-4 ZINC
BHG2NC110110Z,bulón,hexagonal,7/16,4,1/2,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 7/16-UNC-4,1/2 ZINC"
BHG2NC110125Z,bulón,hexagonal,7/16,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 7/16-UNC-5 ZINC
BHG2NC110140Z,bulón,hexagonal,7/16,5,1/2,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 7/16-UNC-5,1/2 ZINC"
BHG2NC110155Z,bulón,hexagonal,7/16,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 7/16-UNC-6 ZINC
BHG2NC110175Z,bulón,hexagonal,7/16,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 7/16-UNC-7 ZINC
BHG2NC110200Z,bulón,hexagonal,7/16,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 7/16-UNC-8 ZINC
BHG2NC110228Z,bulón,hexagonal,7/16,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 7/16-UNC-9 ZINC
BHG2NC110254Z,bulón,hexagonal,7/16,1,0,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 7/16-UNC-10 ZINC
BHG2NC125019Z,bulón,hexagonal,1/2,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 1/2-UNC-3/4 ZINC
BHG2NC125022Z,bulón,hexagonal,1/2,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 1/2-UNC-7/8 ZINC
BHG2NC125025Z,bulón,hexagonal,1/2,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 1/2-UNC-1 ZINC
BHG2NC125032Z,bulón,hexagonal,1/2,1,1/4,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 1/2-UNC-1,1/4 ZINC"
BHG2NC125038Z,bulón,hexagonal,1/2,1,1/2,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 1/2-UNC-1,1/2 ZINC"
BHG2NC125044Z,bulón,hexagonal,1/2,1,3/4,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 1/2-UNC-1,3/4 ZINC"
BHG2NC125050Z,bulón,hexagonal,1/2,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 1/2-UNC-2 ZINC
BHG2NC125056Z,bulón,hexagonal,1/2,2,1/4,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 1/2-UNC-2,1/4 ZINC"
BHG2NC125063Z,bulón,hexagonal,1/2,2,1/2,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 1/2-UNC-2,1/2 ZINC"
BHG2NC125070Z,bulón,hexagonal,1/2,2,3/4,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 1/2-UNC-2,3/4 ZINC"
BHG2NC125076Z,bulón,hexagonal,1/2,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 1/2-UNC-3 ZINC
BHG2NC125082Z,bulón,hexagonal,1/2,3,1/4,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 1/2-UNC-3,1/4 ZINC"
BHG2NC125090Z,bulón,hexagonal,1/2,3,1/2,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 1/2-UNC-3,1/2 ZINC"
BHG2NC125100Z,bulón,hexagonal,1/2,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 1/2-UNC-4 ZINC
BHG2NC125110Z,bulón,hexagonal,1/2,4,1/2,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 1/2-UNC-4,1/2 ZINC"
BHG2NC125125Z,bulón,hexagonal,1/2,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 1/2-UNC-5 ZINC
BHG2NC125140Z,bulón,hexagonal,1/2,5,1/2,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 1/2-UNC-5,1/2 ZINC"
BHG2NC125155Z,bulón,hexagonal,1/2,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 1/2-UNC-6 ZINC
BHG2NC125175Z,bulón,hexagonal,1/2,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 1/2-UNC-7 ZINC
BHG2NC125200Z,bulón,hexagonal,1/2,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 1/2-UNC-8 ZINC
BHG2NC125228Z,bulón,hexagonal,1/2,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 1/2-UNC-9 ZINC
BHG2NC125254Z,bulón,hexagonal,1/2,1,0,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 1/2-UNC-10 ZINC
BHG2WH125019Z,bulón,hexagonal,1/2,2,,G2,imperial,NC,zinc,BULON HEXAGONAL G2 1/2-WHT-3/4 ZINC
BHG2WH125022Z,bulón,hexagonal,1/2,2,,G2,imperial,NC,zinc,BULON HEXAGONAL G2 1/2-WHT-7/8 ZINC
BHG2WH125025Z,bulón,hexagonal,1/2,2,,G2,imperial,NC,zinc,BULON HEXAGONAL G2 1/2-WHT-1 ZINC
BHG2WH125032Z,bulón,hexagonal,1/2,2,,G2,imperial,NC,zinc,"BULON HEXAGONAL G2 1/2-WHT-1,1/4 ZINC"
BHG2WH125038Z,bulón,hexagonal,1/2,2,,G2,imperial,NC,zinc,"BULON HEXAGONAL G2 1/2-WHT-1,1/2 ZINC"
BHG2WH125044Z,bulón,hexagonal,1/2,2,,G2,imperial,NC,zinc,"BULON HEXAGONAL G2 1/2-WHT-1,3/4 ZINC"
BHG2WH125050Z,bulón,hexagonal,1/2,2,,G2,imperial,NC,zinc,BULON HEXAGONAL G2 1/2-WHT-2 ZINC
BHG2WH125056Z,bulón,hexagonal,1/2,2,,G2,imperial,NC,zinc,"BULON HEXAGONAL G2 1/2-WHT-2,1/4 ZINC"
BHG2WH125063Z,bulón,hexagonal,1/2,2,,G2,imperial,NC,zinc,"BULON HEXAGONAL G2 1/2-WHT-2,1/2 ZINC"
BHG2WH125070Z,bulón,hexagonal,1/2,2,,G2,imperial,NC,zinc,"BULON HEXAGONAL G2 1/2-WHT-2,3/4 ZINC"
BHG2WH125076Z,bulón,hexagonal,1/2,2,,G2,imperial,NC,zinc,BULON HEXAGONAL G2 1/2-WHT-3 ZINC
BHG2WH125082Z,bulón,hexagonal,1/2,2,,G2,imperial,NC,zinc,"BULON HEXAGONAL G2 1/2-WHT-3,1/4 ZINC"
BHG2WH125090Z,bulón,hexagonal,1/2,2,,G2,imperial,NC,zinc,"BULON HEXAGONAL G2 1/2-WHT-3,1/2 ZINC"
BHG2WH125100Z,bulón,hexagonal,1/2,2,,G2,imperial,NC,zinc,BULON HEXAGONAL G2 1/2-WHT-4 ZINC
BHG2WH125110Z,bulón,hexagonal,1/2,2,,G2,imperial,NC,zinc,"BULON HEXAGONAL G2 1/2-WHT-4,1/2 ZINC"
BHG2WH125125Z,bulón,hexagonal,1/2,2,,G2,imperial,NC,zinc,BULON HEXAGONAL G2 1/2-WHT-5 ZINC
BHG2WH125140Z,bulón,hexagonal,1/2,2,,G2,imperial,NC,zinc,"BULON HEXAGONAL G2 1/2-WHT-5,1/2 ZINC"
BHG2WH125155Z,bulón,hexagonal,1/2,2,,G2,imperial,NC,zinc,BULON HEXAGONAL G2 1/2-WHT-6 ZINC
BHG2WH125175Z,bulón,hexagonal,1/2,2,,G2,imperial,NC,zinc,BULON HEXAGONAL G2 1/2-WHT-7 ZINC
BHG2WH125200Z,bulón,hexagonal,1/2,2,,G2,imperial,NC,zinc,BULON HEXAGONAL G2 1/2-WHT-8 ZINC
BHG2WH125210Z,bulón,hexagonal,1/2,2,,G2,imperial,NC,zinc,"BULON HEXAGONAL G2 1/2-WHT-8,1/4 ZINC"
BHG2WH125228Z,bulón,hexagonal,1/2,2,,G2,imperial,NC,zinc,BULON HEXAGONAL G2 1/2-WHT-9 ZINC
BHG2WH125254Z,bulón,hexagonal,1/2,2,,G2,imperial,NC,zinc,BULON HEXAGONAL G2 1/2-WHT-10 ZINC
BHG2NC140025Z,bulón,hexagonal,9/16,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 9/16-UNC-1 ZINC
BHG2NC140032Z,bulón,hexagonal,9/16,1,1/4,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 9/16-UNC-1,1/4 ZINC"
BHG2NC140038Z,bulón,hexagonal,9/16,1,1/2,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 9/16-UNC-1,1/2 ZINC"
BHG2NC140044Z,bulón,hexagonal,9/16,1,3/4,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 9/16-UNC-1,3/4 ZINC"
BHG2NC140050Z,bulón,hexagonal,9/16,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 9/16-UNC-2 ZINC
BHG2NC140056Z,bulón,hexagonal,9/16,2,1/4,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 9/16-UNC-2,1/4 ZINC"
BHG2NC140063Z,bulón,hexagonal,9/16,2,1/2,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 9/16-UNC-2,1/2 ZINC"
BHG2NC140070Z,bulón,hexagonal,9/16,2,3/4,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 9/16-UNC-2,3/4 ZINC"
BHG2NC140076Z,bulón,hexagonal,9/16,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 9/16-UNC-3 ZINC
BHG2NC140082Z,bulón,hexagonal,9/16,3,1/4,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 9/16-UNC-3,1/4 ZINC"
BHG2NC140090Z,bulón,hexagonal,9/16,3,1/2,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 9/16-UNC-3,1/2 ZINC"
BHG2NC140100Z,bulón,hexagonal,9/16,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 9/16-UNC-4 ZINC
BHG2NC140110Z,bulón,hexagonal,9/16,4,1/2,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 9/16-UNC-4,1/2 ZINC"
BHG2NC140125Z,bulón,hexagonal,9/16,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 9/16-UNC-5 ZINC
BHG2NC140140Z,bulón,hexagonal,9/16,5,1/2,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 9/16-UNC-5,1/2 ZINC"
BHG2NC140155Z,bulón,hexagonal,9/16,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 9/16-UNC-6 ZINC
BHG2NC140175Z,bulón,hexagonal,9/16,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 9/16-UNC-7 ZINC
BHG2NC140200Z,bulón,hexagonal,9/16,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 9/16-UNC-8 ZINC
BHG2NC140228Z,bulón,hexagonal,9/16,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 9/16-UNC-9 ZINC
BHG2NC140254Z,bulón,hexagonal,9/16,1,0,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 9/16-UNC-10 ZINC
BHG2NC160025Z,bulón,hexagonal,5/8,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 5/8-UNC-1 ZINC
BHG2NC160032Z,bulón,hexagonal,5/8,1,1/4,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 5/8-UNC-1,1/4 ZINC"
BHG2NC160038Z,bulón,hexagonal,5/8,1,1/2,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 5/8-UNC-1,1/2 ZINC"
BHG2NC160044Z,bulón,hexagonal,5/8,1,3/4,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 5/8-UNC-1,3/4 ZINC"
BHG2NC160050Z,bulón,hexagonal,5/8,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 5/8-UNC-2 ZINC
BHG2NC160056Z,bulón,hexagonal,5/8,2,1/4,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 5/8-UNC-2,1/4 ZINC"
BHG2NC160063Z,bulón,hexagonal,5/8,2,1/2,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 5/8-UNC-2,1/2 ZINC"
BHG2NC160070Z,bulón,hexagonal,5/8,2,3/4,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 5/8-UNC-2,3/4 ZINC"
BHG2NC160076Z,bulón,hexagonal,5/8,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 5/8-UNC-3 ZINC
BHG2NC160082Z,bulón,hexagonal,5/8,3,1/4,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 5/8-UNC-3,1/4 ZINC"
BHG2NC160090Z,bulón,hexagonal,5/8,3,1/2,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 5/8-UNC-3,1/2 ZINC"
BHG2NC160100Z,bulón,hexagonal,5/8,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 5/8-UNC-4 ZINC
BHG2NC160110Z,bulón,hexagonal,5/8,4,1/2,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 5/8-UNC-4,1/2 ZINC"
BHG2NC160125Z,bulón,hexagonal,5/8,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 5/8-UNC-5 ZINC
BHG2NC160140Z,bulón,hexagonal,5/8,5,1/2,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 5/8-UNC-5,1/2 ZINC"
BHG2NC160155Z,bulón,hexagonal,5/8,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 5/8-UNC-6 ZINC
BHG2NC160175Z,bulón,hexagonal,5/8,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 5/8-UNC-7 ZINC
BHG2NC160200Z,bulón,hexagonal,5/8,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 5/8-UNC-8 ZINC
BHG2NC160228Z,bulón,hexagonal,5/8,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 5/8-UNC-9 ZINC
BHG2NC160254Z,bulón,hexagonal,5/8,1,0,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 5/8-UNC-10 ZINC
BHG2NC190025Z,bulón,hexagonal,3/4,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 3/4-UNC-1 ZINC
BHG2NC190032Z,bulón,hexagonal,3/4,1,1/4,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 3/4-UNC-1,1/4 ZINC"
BHG2NC190038Z,bulón,hexagonal,3/4,1,1/2,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 3/4-UNC-1,1/2 ZINC"
BHG2NC190044Z,bulón,hexagonal,3/4,1,3/4,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 3/4-UNC-1,3/4 ZINC"
BHG2NC190050Z,bulón,hexagonal,3/4,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 3/4-UNC-2 ZINC
BHG2NC190056Z,bulón,hexagonal,3/4,2,1/4,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 3/4-UNC-2,1/4 ZINC"
BHG2NC190063Z,bulón,hexagonal,3/4,2,1/2,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 3/4-UNC-2,1/2 ZINC"
BHG2NC190070Z,bulón,hexagonal,3/4,2,3/4,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 3/4-UNC-2,3/4 ZINC"
BHG2NC190076Z,bulón,hexagonal,3/4,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 3/4-UNC-3 ZINC
BHG2NC190082Z,bulón,hexagonal,3/4,3,1/4,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 3/4-UNC-3,1/4 ZINC"
BHG2NC190090Z,bulón,hexagonal,3/4,3,1/2,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 3/4-UNC-3,1/2 ZINC"
BHG2NC190096Z,bulón,hexagonal,3/4,3,3/4,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 3/4-UNC-3,3/4 ZINC"
BHG2NC190100Z,bulón,hexagonal,3/4,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 3/4-UNC-4 ZINC
BHG2NC190110Z,bulón,hexagonal,3/4,4,1/2,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 3/4-UNC-4,1/2 ZINC"
BHG2NC190125Z,bulón,hexagonal,3/4,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 3/4-UNC-5 ZINC
BHG2NC190140Z,bulón,hexagonal,3/4,5,1/2,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 3/4-UNC-5,1/2 ZINC"
BHG2NC190155Z,bulón,hexagonal,3/4,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 3/4-UNC-6 ZINC
BHG2NC190175Z,bulón,hexagonal,3/4,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 3/4-UNC-7 ZINC
BHG2NC190200Z,bulón,hexagonal,3/4,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 3/4-UNC-8 ZINC
BHG2NC190228Z,bulón,hexagonal,3/4,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 3/4-UNC-9 ZINC
BHG2NC190254Z,bulón,hexagonal,3/4,1,0,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 3/4-UNC-10 ZINC
BHG2NC220044Z,bulón,hexagonal,7/8,1,3/4,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 7/8-UNC-1,3/4 ZINC"
BHG2NC220050Z,bulón,hexagonal,7/8,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 7/8-UNC-2 ZINC
BHG2NC220056Z,bulón,hexagonal,7/8,2,1/4,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 7/8-UNC-2,1/4 ZINC"
BHG2NC220063Z,bulón,hexagonal,7/8,2,1/2,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 7/8-UNC-2,1/2 ZINC"
BHG2NC220070Z,bulón,hexagonal,7/8,2,3/4,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 7/8-UNC-2,3/4 ZINC"
BHG2NC220076Z,bulón,hexagonal,7/8,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 7/8-UNC-3 ZINC
BHG2NC220082Z,bulón,hexagonal,7/8,3,1/4,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 7/8-UNC-3,1/4 ZINC"
BHG2NC220090Z,bulón,hexagonal,7/8,3,1/2,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 7/8-UNC-3,1/2 ZINC"
BHG2NC220096Z,bulón,hexagonal,7/8,3,3/4,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 7/8-UNC-3,3/4 ZINC"
BHG2NC220100Z,bulón,hexagonal,7/8,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 7/8-UNC-4 ZINC
BHG2NC220110Z,bulón,hexagonal,7/8,4,1/2,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 7/8-UNC-4,1/2 ZINC"
BHG2NC220125Z,bulón,hexagonal,7/8,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 7/8-UNC-5 ZINC
BHG2NC220140Z,bulón,hexagonal,7/8,5,1/2,G2,imperial,UNC,zinc,"BULON HEXAGONAL G2 7/8-UNC-5,1/2 ZINC"
BHG2NC220155Z,bulón,hexagonal,7/8,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 7/8-UNC-6 ZINC
BHG2NC220175Z,bulón,hexagonal,7/8,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 7/8-UNC-7 ZINC
BHG2NC220200Z,bulón,hexagonal,7/8,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 7/8-UNC-8 ZINC
BHG2NC220228Z,bulón,hexagonal,7/8,2,,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 7/8-UNC-9 ZINC
BHG2NC220254Z,bulón,hexagonal,7/8,1,0,G2,imperial,UNC,zinc,BULON HEXAGONAL G2 7/8-UNC-10 ZINC
